county,foundation_name,org_nbr,person_name,role
norrbotten,Stiftelsen Villa Marieberg,889201-1357,Maria Wessén,Styrelsesuppleant
norrbotten,Stiftelsen Villa Marieberg,889201-1357,Markus Sundström,Styrelsesuppleant
norrbotten,Stiftelsen Villa Marieberg,889201-1357,Mikael Nordlund,Styrelsesuppleant
norrbotten,Stiftelsen Villa Marieberg,889201-1357,Oskar Blom,Styrelsesuppleant
norrbotten,Stiftelsen Villa Marieberg,889201-1357,Thomas Lindbäck,Styrelsesuppleant
norrbotten,Stiftelsen Björn Wahlströms Fond,897001-2178,Bo Wahlström,Styrelseledamot
norrbotten,Stiftelsen Björn Wahlströms Fond,897001-2178,Lena Eklund,Styrelseledamot
norrbotten,Stiftelsen Björn Wahlströms Fond,897001-2178,Pär Weihed,Styrelseledamot
norrbotten,Stiftelsen Björn Wahlströms Fond,897001-2178,Lena Eklund,Styrelseledamot och ordförande
norrbotten,Maja och Richard Nordells stiftelse,894001-0724,Arne Nilsson,Styrelseledamot
norrbotten,Maja och Richard Nordells stiftelse,894001-0724,Helge Classon,Styrelseledamot
norrbotten,Maja och Richard Nordells stiftelse,894001-0724,Staffan Höglander,Styrelseledamot
norrbotten,Maja och Richard Nordells stiftelse,894001-0724,Arne Nilsson,Styrelseledamot och ordförande
norrbotten,Maja och Richard Nordells stiftelse,894001-0724,Mikael Nilsson,Styrelsesuppleant
norrbotten,Stiftelsen Konung Oscar II:s soldathem,898500-0747,Ava Wizelius,Styrelseledamot
norrbotten,Stiftelsen Konung Oscar II:s soldathem,898500-0747,Berndt Danielsson,Styrelseledamot
norrbotten,Stiftelsen Konung Oscar II:s soldathem,898500-0747,Jan Selberg,Styrelseledamot
norrbotten,Stiftelsen Konung Oscar II:s soldathem,898500-0747,Thomas Bjerregaard,Styrelseledamot
norrbotten,Stiftelsen Konung Oscar II:s soldathem,898500-0747,Erik Preutz,Styrelseledamot och ordförande
norrbotten,Stiftelsen Konung Oscar II:s soldathem,898500-0747,Sara Bjerregaard,Styrelsesuppleant
norrbotten,Stiftelsen Konung Oscar II:s soldathem,898500-0747,Sven-Olov Grenholm,Styrelsesuppleant
norrbotten,Stiftelsen Konung Oscar II:s soldathem,898500-0747,Ted Strömbäck,Styrelsesuppleant
norrbotten,Stiftelsen Luleå Stifts Stiftsgård,894700-1700,Arne Andersson,Styrelseledamot
norrbotten,Stiftelsen Luleå Stifts Stiftsgård,894700-1700,Cathrine Ejderhäll,Styrelseledamot
norrbotten,Stiftelsen Luleå Stifts Stiftsgård,894700-1700,Kerstin Swartling,Styrelseledamot
norrbotten,Stiftelsen Luleå Stifts Stiftsgård,894700-1700,Lis-Marie Bengtsson,Styrelseledamot
norrbotten,Stiftelsen Luleå Stifts Stiftsgård,894700-1700,Rolf Wikman,Styrelseledamot
norrbotten,Stiftelsen Luleå Stifts Stiftsgård,894700-1700,Tom Rangard,Styrelseledamot
norrbotten,Stiftelsen Luleå Stifts Stiftsgård,894700-1700,Urban Lundmark,Styrelseledamot
norrbotten,Stiftelsen Luleå Stifts Stiftsgård,894700-1700,Lis-Marie Bengtsson,Styrelseledamot och ordförande
norrbotten,Stiftelsen Lars Färgares Gård,894002-3586,Hans Wiklund,Styrelseledamot
norrbotten,Stiftelsen Lars Färgares Gård,894002-3586,Per Ragnarsson,Styrelseledamot
norrbotten,Stiftelsen Lars Färgares Gård,894002-3586,Tora Holmberg,Styrelseledamot och ordförande
norrbotten,Stiftelsen Edelvik med Edelviks folkhögskola,894700-1676,Bettina Radler,Styrelseledamot
norrbotten,Stiftelsen Edelvik med Edelviks folkhögskola,894700-1676,Catrin Marklund,Styrelseledamot
norrbotten,Stiftelsen Edelvik med Edelviks folkhögskola,894700-1676,Lars Wangby,Styrelseledamot
norrbotten,Stiftelsen Edelvik med Edelviks folkhögskola,894700-1676,Sara Pettersson,Styrelseledamot
norrbotten,Stiftelsen Edelvik med Edelviks folkhögskola,894700-1676,Tomas Andersson,Styrelseledamot
norrbotten,Stiftelsen Edelvik med Edelviks folkhögskola,894700-1676,Ulf Vikström,Styrelseledamot
norrbotten,Stiftelsen Edelvik med Edelviks folkhögskola,894700-1676,Stig Eriksson,Styrelseledamot och ordförande
norrbotten,Stiftelsen Edelvik med Edelviks folkhögskola,894700-1676,Daniel Steinvall,Styrelsesuppleant
norrbotten,Stiftelsen Edelvik med Edelviks folkhögskola,894700-1676,Klas Bergman,Styrelsesuppleant
norrbotten,Stiftelsen Edelvik med Edelviks folkhögskola,894700-1676,Maria Bernsson,Styrelsesuppleant
norrbotten,Stiftelsen Hörnefors Bruk,894002-1366,Anders Agdahl,Styrelseledamot
norrbotten,Stiftelsen Hörnefors Bruk,894002-1366,Arvid Kempe,Styrelseledamot
norrbotten,Stiftelsen Hörnefors Bruk,894002-1366,Jans Heinerud,Styrelseledamot
norrbotten,Stiftelsen Hörnefors Bruk,894002-1366,Tommy Udd,Styrelseledamot
norrbotten,Stiftelsen Hörnefors Bruk,894002-1366,Lars Hammarstedt,Styrelseledamot och ordförande
norrbotten,Stiftelsen Hörnefors Bruk,894002-1366,Lars Johansson,Styrelsesuppleant
norrbotten,Stiftelsen Hörnefors Bruk,894002-1366,Mervi Sallinen,Styrelsesuppleant
norrbotten,Stiftelsen Hörnefors Bruk,894002-1366,Moa Beak,Styrelsesuppleant
norrbotten,Stiftelsen Hörnefors Bruk,894002-1366,Sven-Allan Andersson,Styrelsesuppleant
norrbotten,Stiftelsen Universitetshallen,894001-6192,Anders Rebbling,Styrelseledamot
norrbotten,Stiftelsen Universitetshallen,894001-6192,Cecilia  Franzén,Styrelseledamot
norrbotten,Stiftelsen Universitetshallen,894001-6192,Jakob Wickenberg,Styrelseledamot
norrbotten,Stiftelsen Universitetshallen,894001-6192,Jenny Rönnblad,Styrelseledamot
norrbotten,Stiftelsen Universitetshallen,894001-6192,Marie-Louise Elisabeth Jarlenfors,Styrelseledamot
norrbotten,Stiftelsen Universitetshallen,894001-6192,Per Ragnarsson,Styrelseledamot
norrbotten,Stiftelsen Universitetshallen,894001-6192,Anders Rebbling,Styrelseledamot och ordförande
norrbotten,Stiftelsen Universitetshallen,894001-6192,Jonatan Widmark,Styrelsesuppleant
norrbotten,Stiftelsen Universitetshallen,894001-6192,Julia Hedlund Kancans,Styrelsesuppleant
norrbotten,Stiftelsen Universitetshallen,894001-6192,Patrik Olsson,Styrelsesuppleant
norrbotten,Stiftelsen Universitetshallen,894001-6192,Pernilla Eriksson,Styrelsesuppleant
norrbotten,Stiftelsen Universitetshallen,894001-6192,Stefan Brattlöf,Styrelsesuppleant
norrbotten,Stiftelsen Olofsfors Bruksmuseum,894001-4205,Anna Krusic,Styrelseledamot
norrbotten,Stiftelsen Olofsfors Bruksmuseum,894001-4205,Elsa Sidenbladh,Styrelseledamot
norrbotten,Stiftelsen Olofsfors Bruksmuseum,894001-4205,Grethel Broman,Styrelseledamot
norrbotten,Stiftelsen Olofsfors Bruksmuseum,894001-4205,Ulrica Grubbström,Styrelseledamot
norrbotten,Stiftelsen Olofsfors Bruksmuseum,894001-4205,Ulrika Hurdén,Styrelseledamot och ordförande
norrbotten,Stiftelsen Olofsfors Bruksmuseum,894001-4205,Henrik Sidenbladh,Styrelsesuppleant
norrbotten,Stiftelsen Olofsfors Bruksmuseum,894001-4205,Jonas Lindkvist,Styrelsesuppleant
norrbotten,Stiftelsen Olofsfors Bruksmuseum,894001-4205,Josefine Sjökvist,Styrelsesuppleant
norrbotten,Stiftelsen Olofsfors Bruksmuseum,894001-4205,Urban Gelfgren,Styrelsesuppleant
norrbotten,Stiftelsen Västerbottens museums samlingar,894003-5390,Anders Lidström,Styrelseledamot
norrbotten,Stiftelsen Västerbottens museums samlingar,894003-5390,Birgitta Jonsson,Styrelseledamot
norrbotten,Stiftelsen Västerbottens museums samlingar,894003-5390,Bo Nilsson,Styrelseledamot
norrbotten,Stiftelsen Västerbottens museums samlingar,894003-5390,Harriet Hedlund,Styrelseledamot
norrbotten,Stiftelsen Västerbottens museums samlingar,894003-5390,Inger Renström,Styrelseledamot
norrbotten,Stiftelsen Västerbottens museums samlingar,894003-5390,Karin Söderlund,Styrelseledamot
norrbotten,Stiftelsen Västerbottens museums samlingar,894003-5390,Peteris Timofejevs,Styrelseledamot
norrbotten,Stiftelsen Västerbottens museums samlingar,894003-5390,Anders Lidström,Styrelseledamot och ordförande
norrbotten,Stiftelsen Västerbottens museums samlingar,894003-5390,Elena Oleinik,Styrelsesuppleant
norrbotten,Stiftelsen Västerbottens museums samlingar,894003-5390,Eva Westman Modig,Styrelsesuppleant
norrbotten,Stiftelsen Västerbottens museums samlingar,894003-5390,Inga-Britt Hultmar,Styrelsesuppleant
norrbotten,Stiftelsen Västerbottens museums samlingar,894003-5390,Lars Israelsson,Styrelsesuppleant
norrbotten,Stiftelsen Västerbottens museums samlingar,894003-5390,Linda Sondell,Styrelsesuppleant
norrbotten,Stiftelsen Västerbottens museums samlingar,894003-5390,Ulf Figaro,Styrelsesuppleant
norrbotten,Stiftelsen Pengsjögården,894001-2282,Elise Jonsson,Styrelseledamot
norrbotten,Stiftelsen Pengsjögården,894001-2282,Eva Olsson,Styrelseledamot
norrbotten,Stiftelsen Pengsjögården,894001-2282,Fredrik Wennberg,Styrelseledamot
norrbotten,Stiftelsen Pengsjögården,894001-2282,Kjell Nilsson,Styrelseledamot
norrbotten,Stiftelsen Pengsjögården,894001-2282,Oskar Lindström,Styrelseledamot
norrbotten,Stiftelsen Pengsjögården,894001-2282,Sture Andersson,Styrelseledamot
norrbotten,Stiftelsen Pengsjögården,894001-2282,Torbjörn Carlsson,Styrelseledamot
norrbotten,Stiftelsen Pengsjögården,894001-2282,Birgith Hägglund,Styrelseledamot och ordförande
norrbotten,Borgerskapets i Umeå Forskningsstiftelse,894001-6754,Christer Ögren,Styrelseledamot
norrbotten,Borgerskapets i Umeå Forskningsstiftelse,894001-6754,Gösta Ludvigsson,Styrelseledamot
norrbotten,Borgerskapets i Umeå Forskningsstiftelse,894001-6754,Sofia Lundberg,Styrelseledamot
norrbotten,Borgerskapets i Umeå Forskningsstiftelse,894001-6754,Solbritt Rantapää Dahlqvist,Styrelseledamot
norrbotten,Borgerskapets i Umeå Forskningsstiftelse,894001-6754,Staffan Byström,Styrelseledamot
norrbotten,Borgerskapets i Umeå Forskningsstiftelse,894001-6754,Staffan Byström,Styrelseledamot och ordförande
norrbotten,Borgerskapets i Umeå Forskningsstiftelse,894001-6754,Bertil Sjöberg,Styrelsesuppleant
norrbotten,Borgerskapets i Umeå Forskningsstiftelse,894001-6754,Peter Nordström,Styrelsesuppleant
norrbotten,Borgerskapets i Umeå Forskningsstiftelse,894001-6754,Thomas Blomqvist,Styrelsesuppleant
norrbotten,Stiftelsen Obbola Idrottshall,894002-1846,Erik Berglund,Styrelseledamot
norrbotten,Stiftelsen Obbola Idrottshall,894002-1846,Hans Thorén,Styrelseledamot
norrbotten,Stiftelsen Obbola Idrottshall,894002-1846,Konny Lindberg,Styrelseledamot
norrbotten,Stiftelsen Obbola Idrottshall,894002-1846,Peter Olsson,Styrelseledamot
norrbotten,Stiftelsen Obbola Idrottshall,894002-1846,Åke Svantesson,Styrelseledamot
norrbotten,Stiftelsen Obbola Idrottshall,894002-1846,Konny Lindberg,Styrelseledamot och ordförande
norrbotten,Stiftelsen Obbola Idrottshall,894002-1846,Annika Hedman,Styrelsesuppleant
norrbotten,Stiftelsen Obbola Idrottshall,894002-1846,Jessica Bos,Styrelsesuppleant
norrbotten,Stiftelsen Obbola Idrottshall,894002-1846,Thomas Abrahamsson,Styrelsesuppleant
norrbotten,Stiftelsen Obbola Idrottshall,894002-1846,Ulf Hansson,Styrelsesuppleant
norrbotten,Stiftelsen Tryggheten,894701-5999,Birgitta Burström,Styrelseledamot
norrbotten,Stiftelsen Tryggheten,894701-5999,Carina Strand,Styrelseledamot
norrbotten,Stiftelsen Tryggheten,894701-5999,Johan  Andersson,Styrelseledamot
norrbotten,Stiftelsen Tryggheten,894701-5999,Stefan Hellsten,Styrelseledamot
norrbotten,Stiftelsen Tryggheten,894701-5999,Stefan Hellsten,Styrelseledamot och ordförande
norrbotten,Stiftelsen Tryggheten,894701-5999,Einar Andersson,Styrelsesuppleant
norrbotten,Stiftelsen Tryggheten,894701-5999,Jan Sundström,Styrelsesuppleant
norrbotten,Stiftelsen Tryggheten,894701-5999,Per-Ivar Skogqvist,Styrelsesuppleant
norrbotten,Stiftelsen Tryggheten,894701-5999,Peter Falkman,Styrelsesuppleant
norrbotten,Stiftelsen J C Kempes Minnes Stipendiefond,894003-1142,Annika Toots,Styrelseledamot
norrbotten,Stiftelsen J C Kempes Minnes Stipendiefond,894003-1142,Felix Köhler,Styrelseledamot
norrbotten,Stiftelsen J C Kempes Minnes Stipendiefond,894003-1142,Jessika Wide,Styrelseledamot
norrbotten,Stiftelsen J C Kempes Minnes Stipendiefond,894003-1142,Johan Jarlbrink,Styrelseledamot
norrbotten,Stiftelsen J C Kempes Minnes Stipendiefond,894003-1142,Jon Moen,Styrelseledamot
norrbotten,Stiftelsen J C Kempes Minnes Stipendiefond,894003-1142,Jörgen Johansson,Styrelseledamot
norrbotten,Stiftelsen J C Kempes Minnes Stipendiefond,894003-1142,Maria Lindgren Leavenworth,Styrelseledamot
norrbotten,Stiftelsen J C Kempes Minnes Stipendiefond,894003-1142,Peter Haglund,Styrelseledamot
norrbotten,Stiftelsen J C Kempes Minnes Stipendiefond,894003-1142,Elsa Göthlin,Styrelseledamot och ordförande
norrbotten,Stiftelsen Skelleftepress,894700-7046,Anders Westermark,Styrelseledamot
norrbotten,Stiftelsen Skelleftepress,894700-7046,Andreas Westerberg,Styrelseledamot
norrbotten,Stiftelsen Skelleftepress,894700-7046,Aurora Pelli,Styrelseledamot
norrbotten,Stiftelsen Skelleftepress,894700-7046,Björn Wikström,Styrelseledamot
norrbotten,Stiftelsen Skelleftepress,894700-7046,Ida Lindh,Styrelseledamot
norrbotten,Stiftelsen Skelleftepress,894700-7046,Jonas Holmqvist,Styrelseledamot
norrbotten,Stiftelsen Skelleftepress,894700-7046,Maria Broman,Styrelseledamot
norrbotten,Stiftelsen Skelleftepress,894700-7046,Anders Westermark,Styrelseledamot och ordförande
norrbotten,Stiftelsen VK-Press,894001-2993,Anders Norqvist,Styrelseledamot
norrbotten,Stiftelsen VK-Press,894001-2993,Annika Rydman,Styrelseledamot
norrbotten,Stiftelsen VK-Press,894001-2993,Camilla Sandström,Styrelseledamot
norrbotten,Stiftelsen VK-Press,894001-2993,Ing-Marie Westh,Styrelseledamot
norrbotten,Stiftelsen VK-Press,894001-2993,Johnny Holmgren,Styrelseledamot
norrbotten,Stiftelsen VK-Press,894001-2993,Maria Lundqvist-Brömster,Styrelseledamot
norrbotten,Stiftelsen VK-Press,894001-2993,Peder Ångström,Styrelseledamot
norrbotten,Stiftelsen VK-Press,894001-2993,Thommy Bäckström,Styrelseledamot
norrbotten,Stiftelsen VK-Press,894001-2993,Ulf Isaksson,Styrelseledamot och ordförande
norrbotten,Stiftelsen VK-Press,894001-2993,Lena Lindström,Styrelsesuppleant
norrbotten,Stiftelsen VK-Press,894001-2993,Martin Wiklund,Styrelsesuppleant
norrbotten,Stiftelsen VK-Press,894001-2993,Sirpa Kärki,Styrelsesuppleant
norrbotten,Stiftelsen Hemavan Fjällstation,894000-4099,Allan Forsberg,Styrelseledamot
norrbotten,Stiftelsen Hemavan Fjällstation,894000-4099,Charlotte Strand,Styrelseledamot
norrbotten,Stiftelsen Hemavan Fjällstation,894000-4099,Kattis Edström,Styrelseledamot
norrbotten,Stiftelsen Hemavan Fjällstation,894000-4099,Lukas Borgemo,Styrelseledamot
norrbotten,Stiftelsen Hemavan Fjällstation,894000-4099,Micael Olsson,Styrelseledamot
norrbotten,Stiftelsen Hemavan Fjällstation,894000-4099,Mikael Sundberg,Styrelseledamot
norrbotten,Stiftelsen Hemavan Fjällstation,894000-4099,Niclas  Clausén,Styrelseledamot
norrbotten,Stiftelsen Hemavan Fjällstation,894000-4099,Samuel Jakobsson,Styrelseledamot
norrbotten,Stiftelsen Hemavan Fjällstation,894000-4099,Micael Olsson,Styrelseledamot och ordförande
norrbotten,Stiftelsen Hemavan Fjällstation,894000-4099,Klas Johansson,Styrelsesuppleant
norrbotten,Stiftelsen Hemavan Fjällstation,894000-4099,Petra Falk,Styrelsesuppleant
norrbotten,Brattåsstiftelsen för skogsvetenskaplig forskning,889201-3155,Christer Sjödin,Styrelseledamot
norrbotten,Brattåsstiftelsen för skogsvetenskaplig forskning,889201-3155,Erik Normark,Styrelseledamot
norrbotten,Brattåsstiftelsen för skogsvetenskaplig forskning,889201-3155,Jerker Bylander,Styrelseledamot
norrbotten,Brattåsstiftelsen för skogsvetenskaplig forskning,889201-3155,Karin Östberg,Styrelseledamot
norrbotten,Brattåsstiftelsen för skogsvetenskaplig forskning,889201-3155,Tommy Mörling,Styrelseledamot
norrbotten,Brattåsstiftelsen för skogsvetenskaplig forskning,889201-3155,Christer Sjödin,Styrelseledamot och ordförande
norrbotten,Stiftelsen Kusthallen,888400-5029,Göran Edlund,Styrelseledamot
norrbotten,Stiftelsen Kusthallen,888400-5029,Helena Rödén,Styrelseledamot
norrbotten,Stiftelsen Kusthallen,888400-5029,Jens Norén,Styrelseledamot
norrbotten,Stiftelsen Kusthallen,888400-5029,Rhode Häggblad,Styrelseledamot
norrbotten,Stiftelsen Kusthallen,888400-5029,Tomas Byberg,Styrelseledamot
norrbotten,Stiftelsen Kusthallen,888400-5029,Tommy Sjölander,Styrelseledamot
norrbotten,Stiftelsen Kusthallen,888400-5029,Tomas Byberg,Styrelseledamot och ordförande
norrbotten,Stiftelsen Kusthallen,888400-5029,Per Sundström,Styrelsesuppleant
norrbotten,Stiftelsen Örnsköldsvik NyföretagarCentrum,889601-2120,Anna-Karin Byström,Styrelseledamot
norrbotten,Stiftelsen Örnsköldsvik NyföretagarCentrum,889601-2120,Chatrine Wikman,Styrelseledamot
norrbotten,Stiftelsen Örnsköldsvik NyföretagarCentrum,889601-2120,Magnus Liljeqvist,Styrelseledamot
norrbotten,Stiftelsen Örnsköldsvik NyföretagarCentrum,889601-2120,Marie  Wiklund,Styrelseledamot
norrbotten,Stiftelsen Örnsköldsvik NyföretagarCentrum,889601-2120,Tord Sandin,Styrelseledamot
norrbotten,Stiftelsen Örnsköldsvik NyföretagarCentrum,889601-2120,Ulf Tjernström,Styrelseledamot
norrbotten,Stiftelsen Örnsköldsvik NyföretagarCentrum,889601-2120,Åsa Ringlöv,Styrelseledamot
norrbotten,Stiftelsen Örnsköldsvik NyföretagarCentrum,889601-2120,Ulf Tjernström,Styrelseledamot och ordförande
norrbotten,Stiftelsen Örnsköldsvik NyföretagarCentrum,889601-2120,Camilla Rodin,Styrelsesuppleant
norrbotten,Stiftelsen Gideågården,889601-0066,Anders Nordgren,Styrelseledamot
norrbotten,Stiftelsen Gideågården,889601-0066,Anita Allandotter,Styrelseledamot
norrbotten,Stiftelsen Gideågården,889601-0066,Bo Strömstedt,Styrelseledamot
norrbotten,Stiftelsen Gideågården,889601-0066,Erika Howcroft,Styrelseledamot
norrbotten,Stiftelsen Gideågården,889601-0066,Henrik Hägglund,Styrelseledamot
norrbotten,Stiftelsen Gideågården,889601-0066,Sven Erik Gidlund,Styrelseledamot
norrbotten,Stiftelsen Gideågården,889601-0066,Björn Olsson,Styrelseledamot och ordförande
norrbotten,Stiftelsen Gideågården,889601-0066,Agneta Domeij,Styrelsesuppleant
norrbotten,Stiftelsen Gideågården,889601-0066,Anna Hallin,Styrelsesuppleant
norrbotten,Stiftelsen Gideågården,889601-0066,Jan  Sjöberg,Styrelsesuppleant
norrbotten,Stiftelsen Gideågården,889601-0066,Jan Lindstedt,Styrelsesuppleant
norrbotten,Stiftelsen Gideågården,889601-0066,Jenny Voittonen,Styrelsesuppleant
norrbotten,Stiftelsen Gideågården,889601-0066,Ove Grundberg ,Styrelsesuppleant
norrbotten,Stiftelsen Gideågården,889601-0066,Ulrika Karlsson,Styrelsesuppleant
norrbotten,Stiftelsen Sundsvalls Nyföretagarcentrum i Sundsvall,889201-8824,Anna Engnell,Styrelseledamot
norrbotten,Stiftelsen Sundsvalls Nyföretagarcentrum i Sundsvall,889201-8824,Anna Hassel,Styrelseledamot
norrbotten,Stiftelsen Sundsvalls Nyföretagarcentrum i Sundsvall,889201-8824,Ellinor Wallner,Styrelseledamot
norrbotten,Stiftelsen Sundsvalls Nyföretagarcentrum i Sundsvall,889201-8824,Emma Jutman,Styrelseledamot
norrbotten,Stiftelsen Sundsvalls Nyföretagarcentrum i Sundsvall,889201-8824,Jonas Wessling,Styrelseledamot
norrbotten,Stiftelsen Sundsvalls Nyföretagarcentrum i Sundsvall,889201-8824,Kosovare Buzuku,Styrelseledamot
norrbotten,Stiftelsen Sundsvalls Nyföretagarcentrum i Sundsvall,889201-8824,Laila Bergström,Styrelseledamot
norrbotten,Stiftelsen Sundsvalls Nyföretagarcentrum i Sundsvall,889201-8824,Lars Nolander,Styrelseledamot
norrbotten,Stiftelsen Sundsvalls Nyföretagarcentrum i Sundsvall,889201-8824,Lars Sörling,Styrelseledamot
norrbotten,Stiftelsen Sundsvalls Nyföretagarcentrum i Sundsvall,889201-8824,Mats Norberg,Styrelseledamot
norrbotten,Stiftelsen Sundsvalls Nyföretagarcentrum i Sundsvall,889201-8824,Lars Sörling,Styrelseledamot och ordförande
norrbotten,Stiftelsen Kalixbostäder,898200-0682,Hans Sundell,Styrelseledamot
norrbotten,Stiftelsen Kalixbostäder,898200-0682,Linda Frohm,Styrelseledamot
norrbotten,Stiftelsen Kalixbostäder,898200-0682,Mikael Sandberg,Styrelseledamot
norrbotten,Stiftelsen Kalixbostäder,898200-0682,Susanne Andersson,Styrelseledamot
norrbotten,Stiftelsen Kalixbostäder,898200-0682,Ellinor Söderlund,Styrelseledamot och ordförande
norrbotten,Stiftelsen Kalixbostäder,898200-0682,Anders Hjärpe,Styrelsesuppleant
norrbotten,Stiftelsen Kalixbostäder,898200-0682,Jimmy Väyrynen,Styrelsesuppleant
norrbotten,Stiftelsen Kalixbostäder,898200-0682,Kenneth Sandberg,Styrelsesuppleant
norrbotten,Stiftelsen Kalixbostäder,898200-0682,Monica Sidén,Styrelsesuppleant
norrbotten,Stiftelsen Kalixbostäder,898200-0682,Roine Brunnberg,Styrelsesuppleant
norrbotten,Stiftelsen Mariagården,894000-6243,Britta Hägglöf,Styrelseledamot
norrbotten,Stiftelsen Mariagården,894000-6243,Daniel Hedberg,Styrelseledamot
norrbotten,Stiftelsen Mariagården,894000-6243,Elsa Sofia Blomberg,Styrelseledamot
